sample_id,region_id,T,F,P,En
hn-sinc-nsf_LA_D_3100616,14,speech,low,vowel,"From 0.7 to 1.0 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3109423,2,speech,high,vowel,"From 1.5 to 2.0 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3109423,10,speech,mid,vowel,"From 1.09 to 1.18 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3109423,14,speech,low,vowel,"From 1.68 to 1.93 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3116201,10,speech,mid,consonant,"From 2.11 to 2.32 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3116201,11,speech,mid,consonant,"From 2.32 to 2.42 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3117119,16,speech,low,vowel,"From 2.90 to 3.33 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_3122510,3,speech,high,vowel,"From 1.16 to 1.42 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3122510,11,speech,mid,vowel,"From 1.65 to 1.75 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3124251,16,speech,low,vowel,"From 1.98 to 2.30 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_3131236,2,speech,high,vowel,"This high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3131236,3,speech,high,vowel,"From 1.13 to 1.29 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3149828,3,speech,high,consonant,"From 0.98 to 1.08 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3149828,7,speech,mid,consonant,"This mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3149828,15,speech,low,consonant,"From 0.8 to 1.6 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3150235,7,speech,mid,consonant,"From 1.94 to 2.43 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3150235,11,speech,mid,consonant,"From 2.43 to 2.57 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3150235,15,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3151376,4,speech,high,vowel,"From 3.5 to 3.9 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3151376,12,speech,mid,vowel,"This mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3151376,16,speech,low,vowel,"From 1.93 to 2.10 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3154368,3,speech,high,consonant,"From 1.66 to 2.31 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3154368,15,speech,low,consonant,This low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_3155945,11,speech,mid,consonant,"This mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3155945,14,speech,low,consonant,"From 0.59 to 0.81 seconds, this low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3155945,15,speech,low,consonant,"From 0.8 to 1.35 seconds, this low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3163255,7,speech,mid,consonant,"From 1.36 to 1.54 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3163255,10,speech,mid,vowel,"From 1.66 to 1.89 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3163255,14,speech,low,vowel,"From 1.54 to 1.66 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3169410,3,speech,high,consonant,"From 1.13 to 1.38 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3169410,7,speech,mid,consonant,"From 1.69 to 1.96 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3169410,14,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3170323,11,speech,mid,consonant,"From 1.83 to 2.04 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3170323,14,speech,low,consonant,"From 0.75 to 0.96 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
